ang_s0 ang_s1 ang_e0 ang_e1 ang_w0 ang_w1 ang_w2 vel_s0 vel_s1 vel_e0 vel_e1 vel_w0 vel_w1 vel_w2 torq_s0 torq_s1 torq_e0 torq_e1 torq_w0 torq_w1 torq_w2
-0.585981 0.00191748 0.041801 1.97807 0.00306796 -0.414175 0.0690291 -1.20048 0.0695077 -0.319657 0.0781471 -0.528966 0.019635 -0.292561 -0.496 5.516 2.072 5.972 0.216 0.268 -0.028
-0.587515 0.00268447 0.0398835 1.97807 0.00230097 -0.414558 0.0667282 -1.20873 0.0683296 -0.313767 0.0750055 -0.467705 0.02474 -0.298059 -0.652 5.42 2.072 6.028 0.228 0.28 -0.016
-0.590199 0.00268447 0.0395 1.97884 0.00230097 -0.413791 0.0674952 -1.21501 0.0604757 -0.303949 0.0706858 -0.40448 0.0235619 -0.304734 -0.592 5.42 2.004 6.028 0.228 0.3 -0.028
-0.591733 0.00230097 0.0391165 1.97922 0.00230097 -0.413791 0.0671117 -1.20951 0.0534071 -0.301986 0.0695077 -0.34479 0.0227765 -0.315337 -0.652 5.452 1.972 6.06 0.2 0.308 -0.036
-0.595185 0.00306796 0.037966 1.97922 0.00268447 -0.414175 0.0671117 -1.18595 0.052229 -0.305913 0.0761836 -0.262323 0.0223838 -0.322406 -0.436 5.388 2.004 6.028 0.208 0.328 -0.016
-0.596719 0.00345146 0.0375825 1.9796 0.00306796 -0.414942 0.0667282 -1.17928 0.0534071 -0.307091 0.0773617 -0.234441 0.019635 -0.321621 -0.464 5.388 1.94 6.028 0.216 0.336 -0.036
-0.599019 0.00306796 0.037966 1.97922 0.00268447 -0.414942 0.0659612 -1.17496 0.056156 -0.311803 0.080896 -0.178285 0.00981748 -0.309054 -0.56 5.356 1.94 6.028 0.188 0.356 -0.044
-0.60132 0.00268447 0.0368155 1.97922 0.00230097 -0.414942 0.0659612 -1.17967 0.0514436 -0.312588 0.084823 -0.127627 -0.00549779 -0.29531 -0.684 5.388 1.804 5.972 0.208 0.384 -0.072
-0.603621 0.00306796 0.036432 1.9796 0.00268447 -0.414558 0.0640437 -1.18595 0.036521 -0.304342 0.0840376 -0.0856084 -0.019635 -0.283921 -0.62 5.356 1.804 5.912 0.18 0.376 -0.056
-0.605539 0.00306796 0.0368155 1.97922 0.00345146 -0.414942 0.0636602 -1.19106 0.0212058 -0.293739 0.0820741 -0.052229 -0.0251327 -0.27646 -0.716 5.356 1.468 5.88 0.044 0.396 -0.044
-0.608607 0.00345146 0.0360485 1.97922 0.00345146 -0.414942 0.0636602 -1.19498 0.0121737 -0.278424 0.0793252 -0.0204204 -0.0298451 -0.28078 -0.592 5.356 1.504 5.852 -0.136 0.384 -0.028
-0.610141 0.00345146 0.0356651 1.9796 0.00306796 -0.415325 0.0628932 -1.19891 0.00942478 -0.259574 0.0742201 0.0106029 -0.0357356 -0.292168 -0.528 5.42 1.468 5.792 -0.344 0.384 -0.064
-0.612058 0.00345146 0.0348981 1.97999 0.00268447 -0.414558 0.0625097 -1.20637 0.0121737 -0.245044 0.0683296 0.0329867 -0.0384845 -0.294917 -0.592 5.388 1.204 5.792 -0.464 0.356 -0.064
-0.614359 0.00306796 0.0352816 1.97999 0.00230097 -0.414942 0.0625097 -1.20559 0.0164934 -0.235227 0.0702931 0.0428042 -0.0357356 -0.291383 -0.592 5.42 1.304 5.82 -0.556 0.348 -0.064
-0.617044 0.00383495 0.0333641 1.9796 0.00115049 -0.415325 0.0605922 -1.19812 0.0192423 -0.230907 0.0765763 0.0376991 -0.0290597 -0.284707 -0.592 5.516 1.236 5.912 -0.62 0.328 -0.064
-0.620112 0.00345146 0.0329806 1.98075 0.0 -0.414558 0.0598253 -1.19734 0.0243473 -0.233263 0.0761836 0.0149226 -0.0267035 -0.281173 -0.56 5.544 1.168 6.028 -0.608 0.328 -0.072
-0.622413 0.00268447 0.0333641 1.98037 -0.00076699 -0.415709 0.0590583 -1.20834 0.0302378 -0.240332 0.0722566 -0.0259181 -0.0235619 -0.293739 -0.34 5.608 1.036 6.208 -0.58 0.316 -0.056
-0.625481 0.00421845 0.0322136 1.98037 -0.00268447 -0.415325 0.0602087 -1.22444 0.0290597 -0.245437 0.0726493 -0.0820741 -0.0200277 -0.311018 -0.028 5.672 0.968 6.3 -0.48 0.336 -0.064
-0.626631 0.00421845 0.0322136 1.98075 -0.00421845 -0.414175 0.0590583 -1.24407 0.0267035 -0.246222 0.073042 -0.157472 -0.019635 -0.317301 0.308 5.86 1.0 6.416 -0.328 0.336 -0.056
-0.629316 0.00383495 0.0318301 1.98075 -0.00613592 -0.414942 0.0571408 -1.25821 0.0329867 -0.24583 0.0687223 -0.248579 -0.0176715 -0.310232 0.592 5.892 0.732 6.628 -0.172 0.356 -0.092
-0.631233 0.00460194 0.0310631 1.98114 -0.00728641 -0.413791 0.0571408 -1.25664 0.0416261 -0.242295 0.0632246 -0.347931 -0.0121737 -0.306305 0.872 5.988 0.868 6.808 0.0 0.356 -0.084
-0.633534 0.00345146 0.0310631 1.98152 -0.00958738 -0.415325 0.0567573 -1.24289 0.0490874 -0.239939 0.060083 -0.446892 0.000392699 -0.312196 1.244 6.02 0.868 6.864 0.136 0.376 -0.056
-0.635452 0.00383495 0.0306796 1.98152 -0.0115049 -0.415709 0.0563738 -1.22208 0.0514436 -0.241117 0.0612611 -0.539961 0.00785398 -0.322013 1.368 6.112 0.8 6.984 0.244 0.396 -0.028
-0.637753 0.00421845 0.0291456 1.9819 -0.0122718 -0.414942 0.0563738 -1.20402 0.0490874 -0.240725 0.06401 -0.62557 0.0011781 -0.325548 1.804 6.112 0.668 7.016 0.2 0.436 -0.036
-0.640053 0.00421845 0.0287621 1.9819 -0.0145728 -0.415709 0.0559903 -1.18988 0.0467312 -0.246615 0.0710785 -0.701753 -0.011781 -0.316123 2.056 6.144 0.568 7.104 0.236 0.464 -0.044
-0.642354 0.00460194 0.0291456 1.9819 -0.0161068 -0.415709 0.0548398 -1.18242 0.0475166 -0.259181 0.0801106 -0.763407 -0.0219911 -0.299237 2.148 6.272 0.668 7.104 0.228 0.484 -0.044
-0.645039 0.00498544 0.0283786 1.98229 -0.0172573 -0.414942 0.0548398 -1.18124 0.0514436 -0.268606 0.0852157 -0.810531 -0.0322013 -0.287456 2.272 6.24 0.468 7.076 0.236 0.512 -0.044
-0.647723 0.00536893 0.0283786 1.98267 -0.0184078 -0.416092 0.0533058 -1.1832 0.0612611 -0.267821 0.084823 -0.843125 -0.0400553 -0.279602 2.368 6.24 0.332 7.016 0.216 0.532 -0.056
-0.649641 0.00498544 0.0272282 1.9819 -0.0203252 -0.415709 0.0525388 -1.19498 0.0722566 -0.261145 0.0832522 -0.859226 -0.0439823 -0.276067 2.524 6.24 0.3 7.044 0.244 0.552 -0.028
-0.652709 0.00460194 0.0276117 1.98267 -0.0214757 -0.416092 0.0533058 -1.20951 0.0753982 -0.254469 0.0840376 -0.862367 -0.0510509 -0.282743 2.68 6.208 0.264 6.956 0.208 0.568 -0.036
-0.653476 0.00536893 0.0272282 1.98229 -0.0222427 -0.416476 0.0525388 -1.22326 0.069115 -0.248186 0.0875719 -0.859226 -0.0569414 -0.28667 2.804 6.176 0.232 6.864 0.216 0.58 -0.028
-0.656544 0.00536893 0.0253107 1.98344 -0.0237767 -0.416092 0.0517719 -1.22915 0.0608684 -0.243473 0.0918916 -0.846267 -0.06401 -0.281958 2.96 6.112 0.4 6.776 0.236 0.608 -0.056
-0.658078 0.00536893 0.0256942 1.98267 -0.0241602 -0.416476 0.0506214 -1.22129 0.0565487 -0.245044 0.0930697 -0.820348 -0.0699004 -0.275282 3.176 6.048 0.232 6.688 0.236 0.58 -0.056
-0.660762 0.00536893 0.0256942 1.98344 -0.0253107 -0.416092 0.0506214 -1.2103 0.0553706 -0.249757 0.0930697 -0.786969 -0.0679369 -0.278031 3.208 5.988 0.332 6.628 0.228 0.568 -0.016
-0.663063 0.00613592 0.0249272 1.9842 -0.0256942 -0.416092 0.0494709 -1.20127 0.0545852 -0.248971 0.0903208 -0.74927 -0.0596903 -0.28667 3.396 5.892 0.3 6.508 0.216 0.56 -0.008
-0.665364 0.00613592 0.0245437 1.98344 -0.0268447 -0.415325 0.0483204 -1.19616 0.0549779 -0.247008 0.0911062 -0.706858 -0.0471239 -0.295702 3.396 5.892 0.3 6.388 0.228 0.5 -0.044
-0.668049 0.00536893 0.0230097 1.9842 -0.0272282 -0.415709 0.0490874 -1.19106 0.0581195 -0.25172 0.0930697 -0.659734 -0.032594 -0.31141 3.456 5.86 0.364 6.328 0.228 0.452 -0.044
-0.669199 0.00575243 0.0230097 1.98382 -0.0283786 -0.415325 0.0483204 -1.18634 0.0549779 -0.256825 0.0934624 -0.613396 -0.0184569 -0.320442 3.364 5.86 0.2 6.208 0.228 0.424 -0.044
-0.6715 0.00498544 0.0226262 1.98382 -0.0291456 -0.415325 0.0467864 -1.18085 0.0479093 -0.261145 0.0946405 -0.572163 -0.00274889 -0.316123 3.52 5.86 0.264 6.18 0.216 0.396 -0.028
-0.673034 0.00575243 0.0222427 1.98459 -0.0291456 -0.414558 0.0464029 -1.16985 0.0392699 -0.263501 0.0922843 -0.533678 0.0164934 -0.314552 3.52 5.736 0.2 6.148 0.216 0.376 -0.056
-0.674185 0.00575243 0.0214757 1.9842 -0.0299126 -0.413791 0.0460194 -1.15179 0.0298451 -0.261538 0.08875 -0.492837 0.0384845 -0.320835 3.456 5.736 0.264 6.088 0.236 0.316 -0.036
-0.677253 0.00575243 0.0210922 1.98497 -0.0302961 -0.414558 0.0452524 -1.12783 0.0274889 -0.259574 0.0871792 -0.448855 0.0612611 -0.324369 3.396 5.736 0.164 6.06 0.236 0.28 -0.028
-0.679937 0.00651942 0.0203252 1.9842 -0.0302961 -0.414942 0.0456359 -1.10584 0.0302378 -0.261538 0.0856084 -0.4088 0.0836449 -0.323977 3.428 5.704 0.264 6.028 0.216 0.268 -0.036
-0.681854 0.00613592 0.0210922 1.98497 -0.0314466 -0.414175 0.0444854 -1.09642 0.0345575 -0.264286 0.0812887 -0.369137 0.0930697 -0.319264 3.332 5.64 0.164 6.0 0.18 0.24 -0.036
-0.683772 0.00575243 0.0199418 1.98459 -0.0306796 -0.413791 0.0437185 -1.09838 0.036521 -0.259574 0.0789325 -0.329867 0.0914989 -0.308269 3.332 5.672 0.264 5.94 0.1 0.248 -0.028
-0.685306 0.00651942 0.0180243 1.98497 -0.0310631 -0.413791 0.0429515 -1.10113 0.0329867 -0.250542 0.0789325 -0.292168 0.0914989 -0.296488 3.304 5.672 0.2 5.88 -0.024 0.24 -0.028
-0.687607 0.00651942 0.0176408 1.98535 -0.0314466 -0.414175 0.043335 -1.10231 0.0294524 -0.250935 0.0753982 -0.254076 0.0922843 -0.292168 3.364 5.672 0.264 5.88 -0.108 0.232 -0.036
-0.689908 0.00651942 0.0184078 1.98497 -0.0322136 -0.414175 0.042568 -1.09916 0.0294524 -0.265465 0.0702931 -0.220304 0.0875719 -0.293346 3.24 5.704 0.264 5.88 -0.216 0.232 -0.064
-0.692976 0.0076699 0.0164903 1.98574 -0.0322136 -0.414175 0.0421845 -1.09524 0.0333794 -0.281565 0.065188 -0.199884 0.076969 -0.289419 3.304 5.704 0.568 5.88 -0.3 0.248 -0.044
-0.693359 0.00575243 0.0164903 1.98535 -0.0337476 -0.414558 0.041034 -1.0972 0.0412334 -0.291775 0.0655807 -0.193208 0.0663661 -0.278816 3.148 5.608 0.5 5.852 -0.344 0.26 -0.036
-0.69566 0.00728641 0.0153398 1.98651 -0.0345146 -0.414558 0.041034 -1.09681 0.0498728 -0.296488 0.0738274 -0.196742 0.0545852 -0.268999 3.272 5.672 0.6 5.852 -0.364 0.3 -0.036
-0.696811 0.00728641 0.0153398 1.98574 -0.0356651 -0.414942 0.041034 -1.08267 0.0569414 -0.303164 0.0828595 -0.214021 0.0392699 -0.267035 3.332 5.672 0.532 5.912 -0.392 0.336 -0.056
-0.699879 0.00728641 0.0149563 1.98574 -0.0368155 -0.415325 0.0406505 -1.05989 0.0644026 -0.314945 0.0903208 -0.242295 0.0208131 -0.265857 3.396 5.64 0.8 5.94 -0.328 0.348 -0.044
-0.701413 0.00728641 0.0149563 1.98651 -0.0375825 -0.415325 0.0398835 -1.03908 0.0695077 -0.322013 0.092677 -0.279994 -0.00235619 -0.254862 3.24 5.608 0.8 6.0 -0.228 0.368 -0.056
-0.70333 0.0076699 0.0134223 1.98651 -0.0398835 -0.415325 0.0398835 -1.0273 0.0702931 -0.316908 0.0930697 -0.32005 -0.0227765 -0.236405 3.208 5.576 0.836 6.0 -0.152 0.384 -0.044
-0.706015 0.00728641 0.0138058 1.98766 -0.0406505 -0.415709 0.0395 -1.0222 0.0667588 -0.306698 0.092677 -0.36521 -0.0408407 -0.225017 3.304 5.672 1.036 6.028 -0.044 0.416 -0.064
-0.706398 0.0076699 0.0118884 1.98766 -0.042568 -0.415325 0.0395 -1.02337 0.0628319 -0.299629 0.0934624 -0.419795 -0.0549779 -0.21677 3.176 5.704 1.068 6.148 0.06 0.424 -0.036
-0.708699 0.00843689 0.0122718 1.98766 -0.043335 -0.415325 0.0391165 -1.01905 0.060083 -0.298059 0.100138 -0.47438 -0.0624392 -0.208523 3.304 5.672 1.268 6.208 0.18 0.444 -0.036
-0.711 0.00843689 0.0111214 1.98727 -0.0452524 -0.416092 0.038733 -1.00178 0.0589049 -0.297273 0.108778 -0.525039 -0.0632246 -0.198313 3.176 5.64 1.368 6.208 0.236 0.444 -0.028
-0.713685 0.0076699 0.0107379 1.98842 -0.0467864 -0.415325 0.0383495 -0.975857 0.0612611 -0.294524 0.113097 -0.571377 -0.06401 -0.191244 3.332 5.672 1.336 6.208 0.228 0.464 -0.028
-0.714452 0.00843689 0.0107379 1.98881 -0.0475534 -0.415325 0.0383495 -0.970752 0.0620465 -0.296881 0.114668 -0.614574 -0.0628319 -0.186139 3.332 5.736 1.436 6.24 0.244 0.472 -0.028
-0.717136 0.00843689 0.00920388 1.98881 -0.0490874 -0.416092 0.038733 -0.967611 0.0585122 -0.300807 0.121737 -0.654629 -0.0545852 -0.175144 3.364 5.736 1.604 6.24 0.228 0.452 -0.036
-0.71752 0.00843689 0.00882039 1.98804 -0.0494709 -0.415325 0.0375825 -0.968003 0.0565487 -0.301986 0.122522 -0.659734 -0.0530144 -0.156687 3.304 5.768 1.604 6.208 0.236 0.452 -0.028
-0.71982 0.00843689 0.0080534 1.98881 -0.0502379 -0.415325 0.037199 -0.967218 0.0530144 -0.305913 0.118595 -0.662483 -0.0518363 -0.140194 3.272 5.796 1.772 6.148 0.208 0.436 -0.064
-0.722121 0.00920388 0.0080534 1.98881 -0.0510049 -0.415709 0.036432 -0.967218 0.0467312 -0.311018 0.111527 -0.658164 -0.0459458 -0.136659 3.332 5.796 1.804 6.088 0.228 0.436 -0.044
-0.723655 0.00882039 0.00728641 1.98919 -0.0517719 -0.414942 0.037199 -0.97193 0.0451604 -0.31573 0.105636 -0.642848 -0.032594 -0.14255 3.52 5.828 1.836 6.06 0.228 0.416 -0.016
-0.725573 0.00882039 0.00690291 1.98919 -0.0517719 -0.414942 0.0360485 -0.983319 0.0463385 -0.316123 0.0969967 -0.613003 -0.0161007 -0.146477 3.428 5.796 1.836 6.028 0.228 0.396 -0.008
-0.72749 0.00920388 0.00613592 1.98957 -0.0525388 -0.414942 0.036432 -0.992351 0.0459458 -0.311018 0.0860011 -0.573733 0.0019635 -0.143728 3.428 5.828 1.736 5.912 0.228 0.348 -0.056
-0.729791 0.00920388 0.00613592 1.98957 -0.0517719 -0.414558 0.037199 -0.997063 0.0451604 -0.304734 0.0777544 -0.529358 0.0188496 -0.13823 3.584 5.796 1.836 5.82 0.228 0.336 -0.036
-0.732092 0.00843689 0.00498544 1.98881 -0.0525388 -0.414175 0.0368155 -1.00413 0.0431969 -0.300022 0.0753982 -0.472417 0.0349502 -0.129591 3.52 5.86 1.872 5.76 0.216 0.308 -0.016
-0.732859 0.00920388 0.00460194 1.98996 -0.0529223 -0.414175 0.036432 -1.01238 0.040448 -0.297273 0.073042 -0.406051 0.0514436 -0.117024 3.612 5.828 1.836 5.672 0.216 0.3 -0.008
-0.734777 0.00882039 0.00460194 1.98919 -0.0517719 -0.413791 0.0360485 -1.01395 0.0373064 -0.292561 0.0699004 -0.345575 0.0624392 -0.100138 3.676 5.736 2.004 5.524 0.228 0.268 -0.044
-0.735927 0.00920388 0.00345146 1.98957 -0.0521553 -0.414942 0.0360485 -1.00767 0.0345575 -0.284707 0.0659734 -0.291383 0.0687223 -0.0852157 3.832 5.736 2.104 5.372 0.208 0.26 -0.036
-0.738228 0.00958738 0.00345146 1.98957 -0.0510049 -0.414558 0.0356651 -0.997456 0.0369137 -0.277246 0.0612611 -0.234049 0.0710785 -0.076969 3.896 5.736 2.04 5.224 0.164 0.22 -0.008
-0.740146 0.00958738 0.00268447 1.98996 -0.0510049 -0.414175 0.0352816 -0.980177 0.0420188 -0.268999 0.0612611 -0.169646 0.0687223 -0.0722566 3.988 5.736 2.004 5.224 0.164 0.2 -0.008
-0.742063 0.00997088 0.00268447 1.98957 -0.0517719 -0.413024 0.0360485 -0.966432 0.0455531 -0.262716 0.0628319 -0.102102 0.0671515 -0.0683296 4.144 5.672 2.004 5.252 0.124 0.192 -0.044
-0.742447 0.0103544 0.00153398 1.99034 -0.0502379 -0.413791 0.0356651 -0.960935 0.0514436 -0.260752 0.0628319 -0.0463385 0.0710785 -0.0644026 4.204 5.608 1.94 5.284 0.044 0.172 -0.036
-0.744748 0.0103544 0.00153398 1.98957 -0.0510049 -0.413024 0.0352816 -0.954259 0.0616538 -0.260752 0.0596903 -0.000392699 0.0773617 -0.0553706 4.332 5.544 1.836 5.344 -0.024 0.172 -0.028
-0.746665 0.00997088 0.00153398 1.99072 -0.0510049 -0.413408 0.0356651 -0.942478 0.0706858 -0.260359 0.0553706 0.0400553 0.0773617 -0.0494801 4.392 5.484 2.072 5.372 -0.088 0.164 -0.036
-0.748583 0.0103544 0.00076699 1.98996 -0.0521553 -0.412641 0.0352816 -0.93266 0.0738274 -0.255647 0.0530144 0.0699004 0.0738274 -0.0435896 4.456 5.484 1.904 5.404 -0.164 0.184 -0.056
-0.749733 0.0107379 0.00076699 1.99072 -0.0517719 -0.413408 0.0360485 -0.922057 0.0726493 -0.249757 0.0486947 0.0797179 0.069115 -0.0353429 4.488 5.484 1.904 5.432 -0.2 0.2 -0.056
-0.752034 0.0103544 0.0 1.99072 -0.0510049 -0.414175 0.0352816 -0.909884 0.0706858 -0.243081 0.0431969 0.0706858 0.0628319 -0.0341648 4.58 5.452 1.972 5.372 -0.18 0.22 -0.044
-0.753952 0.0111214 -0.00115049 1.99034 -0.0513884 -0.413791 0.0352816 -0.897317 0.0699004 -0.232871 0.0451604 0.0616538 0.0518363 -0.0341648 4.644 5.452 1.94 5.372 -0.152 0.248 -0.056
-0.755102 0.0107379 -0.00191748 1.99072 -0.0517719 -0.414175 0.0356651 -0.892605 0.0726493 -0.227373 0.0486947 0.0557633 0.0380918 -0.032594 4.548 5.452 2.072 5.312 -0.116 0.3 -0.056
-0.756253 0.0107379 -0.00115049 1.99072 -0.0513884 -0.414175 0.0360485 -0.882395 0.0789325 -0.230907 0.0490874 0.0428042 0.0204204 -0.0290597 4.672 5.42 2.104 5.284 -0.06 0.308 -0.044
-0.757403 0.0115049 -0.00191748 1.99111 -0.0525388 -0.413408 0.0356651 -0.872577 0.0816814 -0.235227 0.0459458 0.0263108 0.00235619 -0.0239546 4.768 5.324 1.972 5.192 -0.036 0.308 -0.016
-0.759704 0.0111214 -0.00345146 1.99149 -0.0521553 -0.413791 0.0360485 -0.861189 0.0836449 -0.234441 0.0447677 0.00392699 -0.00628319 -0.0204204 4.704 5.26 2.072 5.132 0.016 0.316 -0.016
-0.760087 0.0115049 -0.00345146 1.99034 -0.0525388 -0.413408 0.0352816 -0.849801 0.080896 -0.236405 0.0490874 -0.0243473 -0.00549779 -0.0133518 4.768 5.2 2.072 5.132 0.072 0.308 -0.044
-0.762388 0.0118884 -0.00383495 1.99111 -0.0525388 -0.414175 0.036432 -0.835271 0.0687223 -0.250542 0.0510509 -0.0498728 -0.00392699 -0.00353429 4.984 5.008 2.104 5.192 0.08 0.308 -0.028
-0.764306 0.0118884 -0.00421845 1.99072 -0.0533058 -0.414175 0.0348981 -0.830166 0.0663661 -0.254469 0.0490874 -0.0632246 -0.00314159 0.00667588 4.892 4.98 2.072 5.224 0.088 0.308 -0.028
-0.765456 0.0115049 -0.00421845 1.99111 -0.0529223 -0.414175 0.0360485 -0.819563 0.0663661 -0.257611 0.0420188 -0.0722566 -0.00589049 0.0133518 4.924 4.852 2.04 5.252 0.136 0.3 -0.036
-0.767374 0.0118884 -0.00460194 1.99149 -0.0517719 -0.413024 0.0348981 -0.812102 0.0663661 -0.252898 0.0341648 -0.0793252 -0.00746128 0.0109956 5.016 4.852 2.104 5.164 0.136 0.28 -0.056
-0.768141 0.0118884 -0.00536893 1.99187 -0.0529223 -0.413408 0.0348981 -0.810138 0.0616538 -0.244652 0.032594 -0.0742201 -0.0015708 0.0019635 5.08 4.884 2.04 5.224 0.136 0.268 -0.044
-0.769675 0.0122718 -0.00651942 1.99111 -0.0525388 -0.413024 0.0345146 -0.804248 0.0592976 -0.24151 0.0333794 -0.0620465 0.00746128 -0.00785398 5.14 4.916 2.14 5.192 0.124 0.248 -0.036
-0.770825 0.0118884 -0.00690291 1.99111 -0.0525388 -0.412641 0.0356651 -0.789718 0.0604757 -0.244259 0.0306305 -0.0553706 0.0161007 -0.0184569 5.108 4.82 2.104 5.164 0.144 0.24 -0.028
-0.773126 0.0122718 -0.00651942 1.99149 -0.0525388 -0.412641 0.0352816 -0.771654 0.0632246 -0.249757 0.0212058 -0.0467312 0.0274889 -0.02474 5.048 4.756 2.072 5.132 0.124 0.26 -0.044
-0.77466 0.0130388 -0.0080534 1.99111 -0.0529223 -0.412257 0.0352816 -0.759873 0.06401 -0.252113 0.0113883 -0.0333794 0.040448 -0.0215984 5.08 4.696 2.104 5.132 0.088 0.24 -0.044
-0.775427 0.0130388 -0.0076699 1.99149 -0.0521553 -0.412641 0.0360485 -0.758302 0.0663661 -0.250149 0.00706858 -0.0223838 0.0549779 -0.015708 5.016 4.6 1.972 5.164 0.08 0.26 -0.028
-0.777345 0.0126553 -0.0080534 1.99072 -0.0517719 -0.412257 0.0348981 -0.760265 0.0722566 -0.24583 0.00706858 -0.011781 0.0718639 -0.00942478 4.956 4.504 2.004 5.224 0.06 0.268 -0.036
-0.778112 0.0126553 -0.0076699 1.99072 -0.0517719 -0.411874 0.0352816 -0.755946 0.073042 -0.235227 0.00392699 0.0011781 0.0844303 -0.00353429 5.016 4.412 2.04 5.224 0.044 0.288 -0.056
-0.778879 0.0126553 -0.0080534 1.99072 -0.0517719 -0.411107 0.0345146 -0.750055 0.0671515 -0.220304 -0.00628319 0.0192423 0.0946405 0.0 4.924 4.316 2.004 5.284 0.044 0.308 -0.056
-0.78118 0.0134223 -0.00882039 1.99072 -0.0513884 -0.410723 0.0348981 -0.741809 0.0624392 -0.206952 -0.0212058 0.0376991 0.106814 -0.0011781 5.048 4.22 2.04 5.312 0.024 0.3 -0.056
-0.78233 0.0134223 -0.00958738 1.99034 -0.0521553 -0.41149 0.0348981 -0.732384 0.0624392 -0.198313 -0.0290597 0.0498728 0.119773 -0.00746128 4.984 4.16 2.204 5.344 0.024 0.3 -0.064
-0.783864 0.0134223 -0.00958738 1.99111 -0.0510049 -0.410723 0.0352816 -0.728849 0.065188 -0.194386 -0.0345575 0.052229 0.126056 -0.0164934 5.048 4.096 2.14 5.312 0.008 0.308 -0.056
-0.785015 0.0134223 -0.00997088 1.99034 -0.0513884 -0.410723 0.0341311 -0.729242 0.0663661 -0.188888 -0.0369137 0.0518363 0.124878 -0.0235619 5.048 3.968 2.04 5.284 0.008 0.308 -0.056
-0.785782 0.0134223 -0.00958738 1.99072 -0.0513884 -0.409956 0.0348981 -0.725708 0.0647953 -0.18182 -0.0345575 0.056156 0.122915 -0.0302378 5.048 3.94 2.072 5.372 0.024 0.336 -0.044
-0.787316 0.0138058 -0.0115049 1.99072 -0.0510049 -0.409956 0.0341311 -0.719817 0.0636173 -0.1775 -0.0306305 0.0577268 0.122522 -0.0369137 5.14 3.844 1.804 5.432 0.044 0.348 -0.044
-0.788083 0.0134223 -0.0111214 1.99072 -0.0517719 -0.409573 0.0345146 -0.713142 0.0604757 -0.179856 -0.0255254 0.0518363 0.124093 -0.0439823 5.108 3.812 1.504 5.492 0.036 0.356 -0.056
-0.790384 0.0134223 -0.0122718 1.99072 -0.0513884 -0.408806 0.0345146 -0.703324 0.0549779 -0.185747 -0.0219911 0.0455531 0.126449 -0.0526217 5.08 3.812 1.536 5.58 0.06 0.384 -0.044
-0.791534 0.0138058 -0.0122718 1.98957 -0.0521553 -0.408806 0.0345146 -0.690758 0.0467312 -0.190066 -0.0204204 0.0400553 0.13391 -0.0573341 5.08 3.716 1.236 5.64 0.08 0.384 -0.044
-0.791918 0.0138058 -0.0122718 1.99034 -0.0513884 -0.408422 0.0341311 -0.678977 0.0408407 -0.198313 -0.0204204 0.032594 0.143335 -0.0541925 4.892 3.684 0.968 5.76 0.088 0.416 -0.036
-0.792685 0.0141893 -0.0126553 1.98996 -0.0517719 -0.408039 0.0341311 -0.671123 0.036521 -0.207345 -0.0231692 0.0219911 0.151189 -0.0455531 4.956 3.684 0.732 5.792 0.088 0.464 -0.056
-0.794602 0.0141893 -0.0141893 1.98919 -0.0513884 -0.406121 0.0345146 -0.660127 0.0353429 -0.213628 -0.0251327 0.0133518 0.159436 -0.0384845 4.984 3.624 0.6 5.732 0.088 0.492 -0.028
-0.795369 0.0134223 -0.0145728 1.98996 -0.0517719 -0.406121 0.0341311 -0.64599 0.0345575 -0.220697 -0.0318086 0.00942478 0.173573 -0.0345575 5.048 3.528 0.6 5.732 0.108 0.492 -0.044
-0.797287 0.0141893 -0.0145728 1.98996 -0.0510049 -0.406121 0.0348981 -0.635387 0.0322013 -0.230122 -0.0400553 0.00824668 0.193993 -0.0314159 5.08 3.496 0.364 5.672 0.136 0.5 -0.056
-0.796903 0.0145728 -0.0149563 1.98996 -0.0510049 -0.405354 0.0345146 -0.632246 0.0298451 -0.241117 -0.044375 0.00903208 0.209701 -0.0270962 5.108 3.464 0.264 5.672 0.124 0.512 -0.064
-0.79882 0.0141893 -0.0157233 1.99034 -0.0510049 -0.404587 0.0345146 -0.631853 0.0310232 -0.248579 -0.044375 0.0180642 0.222268 -0.0192423 5.108 3.404 0.232 5.672 0.124 0.52 -0.072
-0.799204 0.0138058 -0.0157233 1.98996 -0.0513884 -0.40382 0.0341311 -0.624784 0.0318086 -0.248971 -0.040448 0.02474 0.23719 -0.0149226 4.984 3.34 0.164 5.64 0.124 0.5 -0.036
-0.800738 0.0145728 -0.0157233 1.98881 -0.0513884 -0.40382 0.0337476 -0.609862 0.0310232 -0.250149 -0.0361283 0.02474 0.261145 -0.0164934 4.984 3.308 0.264 5.64 0.116 0.484 -0.044
-0.801888 0.0145728 -0.0164903 1.98919 -0.0510049 -0.402286 0.0345146 -0.591798 0.0294524 -0.252113 -0.0400553 0.0168861 0.287848 -0.0219911 5.048 3.34 0.3 5.76 0.136 0.436 -0.072
-0.803039 0.0145728 -0.0164903 1.98881 -0.0513884 -0.401519 0.0345146 -0.578053 0.0318086 -0.245437 -0.0463385 0.00628319 0.314552 -0.0251327 4.984 3.308 0.6 5.792 0.116 0.416 -0.072
